ID RH,Nome Completo,Estado Civil,Sexo,Data de Nascimento,Endereço,Data de Contratacao,Data de Demissao,Salario Base,Impostos,Beneficios,VT,VR,Cargo,Nível,Área,Ferias Acumuladas,Horas Extras,Imagem,Avaliação do Funcionário,Trabalho em Equipe,Liderança,Comunicação,Iniciativa,Organização
28,Luís Werneck,S,M,10/19/1991,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",10/14/2009,,14255,"1342,4","402,72","1342,4","1610,88",COIV,Gerente,Comercial,44,97,,"9,2",10,10,8,9,9
485,Luisa da Costa  ,C,F,4/14/1983,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",5/10/2015,,1979,"98,95","178,11","197,9","237,48",OPI,Estagiário,Operações,52,106,,8,7,10,8,5,10
381,Luiz Costa Vasconcellos,C,M,3/31/1993,"Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-230",3/27/2011,,10328,"435,85","348,68","871,7","1046,04",OPIII,Coordenador,Operações,34,79,,"6,8",4,8,7,10,5
468,Luiz de Mattos,C,M,10/1/1992,"Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-125",9/27/2010,,12005,"769,93","1099,9","1099,9","1319,88",LOIII,Coordenador,Logística,56,38,,6,6,8,4,2,10
156,Luiz Gonçalves,C,M,2/3/1981,"R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-000",12/14/2000,,11511,"805,36","1308,71","1006,7","1208,04",OPIII,Coordenador,Operações,2,22,,9,10,10,9,10,6
62,Luiz Guarçoni Migueis,C,M,9/2/1980,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",2/23/2014,,10656,"482,55","1158,12","965,1","1158,12",COIII,Coordenador,Comercial,9,193,,"7,2",7,9,6,9,5
280,Luiz Ladogano,S,M,5/22/1981,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",2/13/2010,,7015,"439,2","384,3",549,"658,8",FIII,Analista,Financeiro,23,87,,"6,8",8,10,2,4,10
70,Luiz Rodrigues Chaves,S,M,1/18/1983,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",1/13/2001,,837,"25,11","83,7","83,7","100,44",OPI,Estagiário,Operações,32,157,https://encrypted-tbn0.gstatic.com/images?q=tbn%3AANd9GcRv5FAmCd4yljKxNNCeFWHovIZY5Z_uRy-h8S_v-AjT_2NgnUh-&usqp=CAU,"7,4",7,8,2,10,10
87,Luiz Rodrigues de Souza,S,M,9/29/1976,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",6/29/2004,8/12/2012,11790,"322,44","1289,76","1074,8","1289,76",ADIII,Coordenador,Administrativo,38,73,,"9,2",8,10,8,10,10
284,Luiz Viana,S,M,12/20/1983,"Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-230",10/31/2010,,1197,"35,91","179,55","119,7","143,64",LOI,Estagiário,Logística,22,172,,"7,4",4,8,7,10,8
263,Luiza Castro Guimarães,C,F,2/5/1983,"R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-000",6/17/2013,,11273,"698,32","698,32","997,6","1197,12",COIII,Coordenador,Comercial,51,140,,"8,6",6,8,9,10,10
456,Luiza Garcia Soares,S,F,2/19/1995,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",2/14/2013,,7046,"95,54","382,16","477,7","573,24",OPII,Analista,Operações,16,140,,9,10,10,6,9,10
466,Luiza Monnerat,C,F,9/16/1994,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",9/11/2012,,12467,"207,56","415,12","1037,8","1245,36",ADIII,Coordenador,Administrativo,54,123,,"9,2",7,10,9,10,10
332,Luíza Roussef,C,F,2/10/1992,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",2/5/2010,,1420,"56,8",213,142,"170,4",ADI,Estagiário,Administrativo,3,95,,"8,4",7,8,7,10,10
322,Luiza Sobrinho Pereira,C,F,10/1/1995,"Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150",3/7/2016,,1738,"52,14","69,52","173,8","208,56",FII,Estagiário,Financeiro,48,60,,"9,2",7,10,9,10,10
498,Luize da Costa,S,F,11/28/1980,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",1/12/2013,,10000,"592,76","931,48","846,8","1016,16",ADIII,Coordenador,Administrativo,56,11,,"8,8",7,8,9,10,10
519,Manuela Abreu Braga Martins,S,F,11/3/1984,"Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150",3/10/2013,,16466,"1023,26","1607,98","1461,8","1754,16",FIIV,Gerente,Financeiro,41,58,,"7,4",1,7,9,10,10
206,Manuela Brum,S,F,10/9/1973,"R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-000",1/25/2011,2/21/2017,10283,"497,52","331,68","829,2","995,04",OPIII,Coordenador,Operações,46,52,,"8,6",7,10,7,10,9
257,Manuela Tavares,S,F,1/21/1987,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",4/11/2014,,12694,"206,42","1444,94","1032,1","1238,52",COIII,Coordenador,Comercial,28,152,,"8,8",8,10,7,10,9
419,Marcello Jorge Montanholi,C,M,5/15/1984,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",6/4/2002,,9445,"246,9","246,9",823,"987,6",OPIII,Coordenador,Operações,21,20,https://www.pngitem.com/pimgs/m/286-2868690_thumb-image-smiling-businessman-png-transparent-png.png,"7,6",7,8,8,10,5
402,Marcello Rebouças,C,M,6/6/1987,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",6/1/2005,,800,72,120,80,96,OPI,Estagiário,Operações,31,179,,10,10,10,10,10,10
55,Marcello Venturini de Freitas,S,M,7/6/1991,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",7/1/2009,2/27/2010,10921,"191,78","671,23","958,9","1150,68",OPIII,Coordenador,Operações,26,180,,"7,6",10,1,9,8,10
38,Marcelo Amaral Coelho,S,M,4/29/1995,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",4/24/2013,,891,"35,64","124,74","89,1","106,92",OPI,Estagiário,Operações,31,173,,"8,4",8,10,8,10,6
459,Marcelo Monnerat,S,M,9/3/1985,"R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-000",8/15/2012,,6930,"486,48","304,05","608,1","729,72",COII,Analista,Comercial,52,128,,"7,6",8,10,7,10,3
37,Marcos Almeida Albuquerque Faria,C,M,2/26/1978,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",11/28/2016,,7169,"500,16","875,28","625,2","750,24",FIII,Analista,Financeiro,25,120,,"7,8",2,10,7,10,10
214,Marcus de Azevedo,C,M,11/10/1970,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",7/9/2008,,6090,"486,7","340,69","486,7","584,04",OPII,Analista,Operações,16,137,,"7,8",8,8,7,10,6
444,Maria Freire de Souza,S,F,7/28/1987,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",3/11/2011,,864,"69,12","25,92","86,4","103,68",OPI,Estagiário,Operações,13,131,,"8,4",7,8,7,10,10
259,Maria Leite Ursulino,S,F,1/12/1979,"Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-125",6/26/2003,,5430,"232,33","265,52","331,9","398,28",LOII,Analista,Logística,31,162,,"7,8",10,0,10,10,9
138,Maria Lopes de Almeida,S,F,9/6/1996,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",9/2/2014,,6503,"201,9","403,8","403,8","484,56",COII,Analista,Comercial,4,173,,"8,4",7,8,8,10,9
517,Maria Mello,C,F,9/14/1996,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",9/10/2014,,8312,"123,84","433,44","619,2","743,04",LOII,Analista,Logística,7,12,,"8,6",5,10,8,10,10
503,Mariana Almeida Alexandre,C,F,6/13/1991,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",6/8/2009,,11860,"393,44","786,88","983,6","1180,32",OPIII,Coordenador,Operações,30,127,,"8,4",6,10,7,10,9
356,Mariana Bach,C,F,2/2/1970,"R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-000",7/13/2002,8/6/2005,1848,"147,84","92,4","184,8","221,76",FII,Estagiário,Financeiro,31,21,,"8,8",7,9,10,9,9
319,Mariana Figueiredo Barbosa,S,F,11/12/1975,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",12/15/2003,,13009,"1022,4","1022,4","1022,4","1226,88",COIII,Coordenador,Comercial,49,150,,"8,4",7,8,7,10,10
265,Mariana Garcia Soares,C,F,1/27/1973,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",8/24/2003,,1929,"173,61","115,74","192,9","231,48",FII,Estagiário,Financeiro,23,137,,"8,6",6,8,9,10,10
45,Mariana Martins,C,F,4/28/1993,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",4/24/2011,,7559,"106,46","479,07","532,3","638,76",COII,Analista,Comercial,55,142,,"8,2",8,9,9,5,10
491,Mariana Sartorio,S,F,1/16/1985,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",1/15/2004,,5787,"66,64","399,84","333,2","399,84",COII,Analista,Comercial,12,155,,"7,8",7,9,8,10,5
382,Mariana Schwenck Gullo,S,F,2/19/1995,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",2/14/2013,,14887,"1072,88","1341,1","1341,1","1609,32",FIIV,Gerente,Financeiro,23,32,,"7,8",7,10,7,9,6
414,Marianna Oliveira Leite Silva,S,F,4/29/1980,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",3/20/2002,,1379,"68,95","179,27","137,9","165,48",ADI,Estagiário,Administrativo,9,166,,"7,8",7,8,4,10,10
48,Marianna Pereira da Silva,S,F,10/6/1997,"Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-125",10/2/2015,,1301,"65,05","182,14","130,1","156,12",FII,Estagiário,Financeiro,16,160,,"7,6",8,1,9,10,10
197,Marina de Godoy,C,F,10/5/1976,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",5/7/2004,,5410,"117,15","585,75","390,5","468,6",FIII,Analista,Financeiro,1,80,,"8,8",7,10,8,10,9
345,Marina Duarte Barbosa,S,F,9/5/1987,"Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150",2/19/2007,,5029,"91,74","458,7","305,8","366,96",FIII,Analista,Financeiro,44,172,,"7,6",8,8,2,10,10
196,Marina Lobo Meira,C,F,5/14/1980,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",12/23/2017,,7429,"317,04","581,24","528,4","634,08",LOII,Analista,Logística,55,112,,"5,4",7,2,3,10,5
32,Marina Silva Pacheco,C,F,2/16/1981,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",2/24/2002,,11316,"378,24","1323,84","945,6","1134,72",ADIII,Coordenador,Administrativo,4,149,,"8,4",4,9,9,10,10
94,Marina Vasconcelos de Sousa,C,F,3/8/1974,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",8/1/2004,,11793,"189,92","664,72","949,6","1139,52",OPIII,Coordenador,Operações,35,145,,9,7,10,9,10,9
278,Marta Costa,S,F,1/23/1972,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",12/10/2000,12/9/2001,833,"66,64","49,98","83,3","99,96",OPI,Estagiário,Operações,44,73,,"9,2",8,10,8,10,10
341,Marta de Oliveira,S,F,8/1/1975,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",12/25/2009,11/2/2013,7007,"416,25","508,75","462,5",555,OPII,Analista,Operações,47,34,,9,8,10,8,10,9
364,Marta Fahrnholz,C,F,4/21/1988,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",4/17/2006,,16205,"870,96","1596,76","1451,6","1741,92",COIV,Gerente,Comercial,19,186,,"6,6",6,0,8,10,9
234,Maryanna Ferraz,C,F,11/9/1995,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",11/4/2013,,8354,"624,6","208,2",694,"832,8",FIII,Analista,Financeiro,16,36,,"8,8",10,8,7,10,9
312,Matheus Alvarez,C,M,1/2/1986,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",12/29/2003,,1027,"82,16","41,08","102,7","123,24",COI,Estagiário,Comercial,14,22,https://banner2.cleanpng.com/20180712/iiw/kisspng-john-stones-united-states-england-national-footbal-arms-crossed-5b47a06fa41158.153659531531420783672.jpg,"8,2",7,8,7,9,10
303,Matheus Andrade Machado ,C,M,4/15/1998,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",4/10/2016,,1444,"43,32","115,52","144,4","173,28",ADI,Estagiário,Administrativo,25,29,,"8,6",7,8,8,10,10
387,Matheus Andrade Souza ,C,M,8/10/1974,"Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150",9/28/2001,,10572,"718,13","923,31","1025,9","1231,08",LOIII,Coordenador,Logística,0,47,,"8,6",8,8,8,10,9
372,Matheus Carvalho Pinto e Rocha,S,M,3/30/1981,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",9/12/2005,7/16/2009,1526,"76,3","91,56","152,6","183,12",LOI,Estagiário,Logística,39,114,,9,10,8,7,10,10
256,Matheus de Souza Fróes,S,M,7/27/1982,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",7/22/2000,,11395,"205,02","307,53","1025,1","1230,12",LOIII,Coordenador,Logística,60,117,https://tgitechnologies.com/blog/wp-content/uploads/2016/11/businessman-png-businessman-1.png,8,7,4,9,10,10
107,Matheus Garcia Borges,S,M,3/31/1979,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",7/14/2002,5/5/2010,7265,"493,92","384,16","548,8","658,56",LOII,Analista,Logística,12,126,https://www.pngitem.com/pimgs/m/286-2868662_smiling-man-transparent-image-smiling-man-in-suit.png,"8,2",6,8,7,10,10
394,Matheus Iglezias Perdomo,C,M,9/4/1973,"Av. Borges de Medeiros, 3120 - Praia de Belas, Porto Alegre - RS, 90110-150",9/22/2004,,10337,"745,76","932,2","932,2","1118,64",FIIII,Coordenador,Financeiro,12,59,,"6,4",1,8,7,10,6
208,Matheus Matta Marques,S,M,1/9/1988,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",9/9/2013,,6103,"385,7","165,3",551,"661,2",ADII,Analista,Administrativo,60,154,,"7,2",10,8,8,2,8
344,Matheus Monteiro,S,M,6/5/1988,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",11/10/2011,,1276,"102,08","140,36","127,6","153,12",COI,Estagiário,Comercial,30,128,,8,2,10,8,10,10
44,Matheus Pereira dos Santos,C,M,9/3/1981,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",5/24/2009,,1269,"38,07","50,76","126,9","152,28",OPI,Estagiário,Operações,56,152,,"7,8",8,8,8,10,5
418,Matheus Rodrigues Luiz,C,M,1/29/1994,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",1/25/2012,,1406,"42,18","154,66","140,6","168,72",OPI,Estagiário,Operações,12,196,,"7,4",7,1,9,10,10
407,Matheus Rubio,S,M,1/20/1996,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",1/15/2014,,1924,"134,68","192,4","192,4","230,88",LOI,Estagiário,Logística,36,183,,"7,4",7,10,2,10,8
51,Matheus Sepúlveda,S,M,1/1/1984,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",6/1/2013,,940,94,"122,2",94,"112,8",ADI,Estagiário,Administrativo,14,44,,"7,8",10,0,9,10,10
112,Matheus Sone,S,M,2/2/1977,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",3/27/2003,,10863,"795,44","1193,16","994,3","1193,16",OPIII,Coordenador,Operações,42,97,,8,7,10,3,10,10
480,Mauricio Jardim,S,M,11/21/1971,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",3/24/2007,,14998,"410,43","1641,72","1368,1","1641,72",LOIV,Gerente,Logística,22,195,,"8,6",6,8,9,10,10
61,Michelle Zerbinato,C,F,12/5/1992,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",3/7/2015,,1545,"139,05","61,8","154,5","185,4",LOI,Estagiário,Logística,4,81,,"8,4",7,7,8,10,10
306,Milena Brum,S,F,2/12/1997,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",2/8/2015,,6286,"351,26","602,16","501,8","602,16",ADII,Analista,Administrativo,55,57,,"8,8",7,10,8,10,9
453,Milena Cândido Xavier Ferreira,S,F,8/28/1997,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",8/24/2015,,1704,"153,36","170,4","170,4","204,48",COI,Estagiário,Comercial,14,183,,"6,8",7,8,7,10,2
482,Milena Fernandes,C,F,10/20/1971,"Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-230",1/6/2001,,11010,"186,76","747,04","933,8","1120,56",LOIII,Coordenador,Logística,19,54,,"9,4",10,10,8,10,9
130,Mylena Pinheiro Mariano,S,F,8/1/1990,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",7/27/2008,,10090,"571,48","1142,96","816,4","979,68",COIII,Coordenador,Comercial,5,163,,"8,8",8,10,7,9,10
326,Myllena Nacif,C,F,7/14/1977,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",10/7/2011,,13073,"844,64","422,32","1055,8","1266,96",LOIII,Coordenador,Logística,6,185,,"7,2",2,8,6,10,10
114,Natalia Indelicato,S,F,8/17/1979,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",7/15/2004,6/7/2012,5587,"207,3","414,6","345,5","414,6",OPII,Analista,Operações,35,104,,"7,8",7,4,8,10,10
12,Natalia Morgan Loureiro,S,F,1/30/1971,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",1/11/2003,12/21/2009,9293,"463,61","728,53","662,3","794,76",ADII,Analista,Administrativo,11,50,,9,7,9,10,10,9
277,Nathália Augusto Oliveira,C,F,5/4/1977,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",10/1/2005,,6920,"439,12","658,68","548,9","658,68",LOII,Analista,Logística,53,178,,"7,2",6,8,6,6,10
232,Nathalia Bach,S,F,10/12/1978,"Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-230",9/22/2015,,7448,"391,79","223,88","559,7","671,64",FIII,Analista,Financeiro,26,15,,"8,6",7,8,8,10,10
205,Nathalia de Oliveira,C,F,12/22/1975,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",1/18/2008,,10934,"567,9","567,9","946,5","1135,8",LOIII,Coordenador,Logística,26,118,,"9,2",10,8,8,10,10
377,Nathalia de Sousa Vaz Rangel,C,F,9/23/1983,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",9/18/2001,,5427,"205,98","205,98","343,3","411,96",LOII,Analista,Logística,54,190,,"9,6",10,10,8,10,10
525,Nathália Fernandes de Araújo,C,F,4/27/1978,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",9/24/2017,,16612,"1391,1","556,44","1391,1","1669,32",ADIV,Gerente,Administrativo,1,124,,"6,6",7,10,3,9,4
413,Nathalia Melo Eiras,C,F,8/13/1992,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",8/19/2013,,15133,"977,62","1536,26","1396,6","1675,92",COIV,Gerente,Comercial,31,170,,"8,4",6,8,8,10,10
496,Nicolas Conceição Leite,S,M,8/4/1980,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",3/14/2011,,1434,"57,36","71,7","143,4","172,08",COI,Estagiário,Comercial,3,40,,"8,4",7,8,8,10,9
75,Nicole Marquito de Paiva Torres,C,F,6/6/1997,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",6/2/2015,9/19/2016,7300,"239,4","335,16","478,8","574,56",OPII,Analista,Operações,41,180,,"8,6",8,8,7,10,10
236,Nicole Vaz,S,F,2/8/1972,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",6/13/2006,,16017,"722,85","1879,41","1445,7","1734,84",LOIV,Gerente,Logística,50,60,,"8,4",6,10,9,9,8
275,Norman de Souza,S,M,10/1/1986,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",9/26/2004,8/11/2011,7375,"117,98","707,88","589,9","707,88",ADII,Analista,Administrativo,46,6,,"6,6",7,4,8,10,4
518,Nuno de Oliveira Sampaio,S,M,2/11/1996,"Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-230",2/6/2014,,1434,"28,68","172,08","143,4","172,08",COI,Estagiário,Comercial,3,14,,"8,6",7,8,8,10,10
483,Paloma Agostinho Marques dos Santos,S,F,12/18/1988,"Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-125",12/14/2006,,5213,"158,4","126,72","316,8","380,16",COII,Analista,Comercial,58,72,,"8,8",7,8,9,10,10
139,Paloma Albano,S,F,4/21/1982,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",7/1/2008,,11644,"734,65","419,8","1049,5","1259,4",ADIII,Coordenador,Administrativo,26,135,,"7,4",7,7,4,10,9
463,Paloma Melo Lyra,C,F,5/19/1979,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",3/7/2005,,2037,"203,7","203,7","203,7","244,44",COI,Estagiário,Comercial,40,111,,9,8,8,10,10,9
378,Patricia Jorge,S,F,12/24/1984,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",5/30/2007,4/21/2013,6789,"373,44","653,52","466,8","560,16",ADII,Analista,Administrativo,38,137,,"9,4",10,8,9,10,10
222,Patricia Vieira Branco de Matos,C,F,10/21/1986,"Shopping Barra - Av. Centenário, 2992 - Barra, Salvador - BA, 40155-150",7/22/2015,,10983,"530,88","619,36","884,8","1061,76",LOIII,Coordenador,Logística,15,124,,"7,2",8,8,8,10,2
54,Patrick da Silva Farias ,C,M,1/27/1994,"Rua Quinze de Novembro, 8 - Loja 301a Loja 301b - Centro, Niterói - RJ, 24020-125",1/23/2012,,1916,"95,8","114,96","191,6","229,92",ADI,Estagiário,Administrativo,22,76,,"6,8",2,8,4,10,10
216,Paula de Sousa Leite,C,F,5/10/1995,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",5/5/2013,,6212,"232,2","232,2","464,4","557,28",COII,Analista,Comercial,40,108,,9,8,10,8,9,10
184,Paula Gonçalves Gomes,S,F,1/21/1972,"Av. Mal. Floriano Peixoto, 2248-2258 - Centro, Nova Iguaçu - RJ, 26210-000",6/17/2000,,5507,"122,1","203,5",407,"488,4",COII,Analista,Comercial,49,161,,"9,4",9,8,10,10,10
367,Paula Marques Ribeiro,S,F,9/4/1984,"R. Dr. Antônio Castro Prado, 422 - Vila Rossi e Borchi, Campinas - SP, 13076-130",8/31/2002,,864,"77,76","69,12","86,4","103,68",COI,Estagiário,Comercial,34,185,,"8,6",8,8,8,10,9
242,Paula Mota,S,F,12/4/1999,"Av. Dom Luís, 500 - Aldeota, Fortaleza - CE, 60160-230",6/29/2018,,12252,"409,68","819,36","1024,2","1229,04",COIII,Coordenador,Comercial,43,28,,"8,4",10,9,4,10,9
441,Paula Pessanha,C,F,6/19/1974,"R. Visc. de Pirajá, 136 - Ipanema, Rio de Janeiro - RJ, 22410-000",8/24/2006,,5599,"120,84","483,36","402,8","483,36",FIII,Analista,Financeiro,42,34,,"8,6",7,10,7,9,10
505,Paulo de Oliveira e Mello     ,S,M,9/4/1976,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",3/3/2007,,7022,"537,57","597,3","597,3","716,76",COII,Analista,Comercial,31,118,,"8,2",10,8,3,10,10
121,Paulo Rodrigues Pereira,C,M,11/6/1980,"R. Luíz Faccini, 212 - Centro, Guarulhos - SP, 07110-000",5/21/2004,,7286,"185,49","432,81","618,3","741,96",LOII,Analista,Logística,33,185,,"9,4",10,9,8,10,10
318,Paulo Souza,C,M,6/13/1985,"R. Teodoro Sampaio, 954 - Pinheiros, São Paulo - SP, 05406-050",7/28/2013,,1316,"39,48","78,96","131,6","157,92",OPI,Estagiário,Operações,46,103,,8,7,9,9,10,5
177,Pedro Alcoforado,S,M,10/10/1977,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",5/26/2001,,15147,"412,23","961,87","1374,1","1648,92",OPIV,Gerente,Operações,36,50,,"7,6",7,8,8,10,5
199,Pedro Araujo Kelly,S,M,3/28/1982,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",6/3/2005,,1646,"115,22","98,76","164,6","197,52",ADI,Estagiário,Administrativo,12,54,,8,7,8,7,8,10
129,Pedro Assis,S,M,4/15/1974,"R. Brasílio Itiberê, 3279 - Água Verde, Curitiba - PR, 80250-160",3/20/2009,,5530,"378,8","236,75","473,5","568,2",LOII,Analista,Logística,9,192,,"8,2",6,6,10,10,9
359,Pedro Bernhardt,C,M,11/6/1973,"Rua Antônio Lumack do Monte, 203 - 1 - Boa Viagem, Recife - PE, 51020-350",5/28/2008,,11012,"482,95","579,54","965,9","1159,08",OPIII,Coordenador,Operações,33,64,,8,7,10,3,10,10
17,Pedro Carrera,S,M,7/12/1971,"Av. Barão Homem de Melo, 1389 - Nova Granada, Belo Horizonte - MG, 30431-425",8/23/2001,,10672,"306,66","613,32","1022,2","1226,64",LOIII,Coordenador,Logística,55,179,,"7,6",3,8,8,10,9
221,Pedro Correa Rodriguez,C,M,9/18/1989,"Av. Goiás Norte, 3.592 - quadra 2.1 - St. Mal. Rondon, Goiânia - GO, 74063-010",6/21/2016,,9333,"543,66","453,05","906,1","1087,32",OPIII,Coordenador,Operações,26,108,,"8,4",10,4,9,10,9
